0.1,13,2000,3000,0.09893,0.08043
0.2,13,2000,3000,0.49694,0.44099
0.3,13,2000,3000,5.14376,3.07438
0.4,13,2000,3000,5.41553,2.34461
0.5,13,2000,3000,6.04005,3.28116
0.6,13,2000,3000,6.66972,1.15667
0.7,13,2000,3000,6.79622,1.10787
0.8,13,2000,3000,6.76524,1.07794
0.9,13,2000,3000,6.56418,1.04057
1,13,2000,3000,6.39632,0.53641
0.9,13,300,3000,3.16475,0.42185
0.9,13,600,3000,4.48637,0.46199
0.9,13,900,3000,5.22617,0.92963
0.9,13,1200,3000,5.47609,0.44497
0.9,13,1500,3000,6.15356,0.56837
0.9,13,1800,3000,6.38277,1.16754
0.9,13,2100,3000,6.64491,0.93268
0.9,13,2400,3000,6.67938,0.61918
0.9,13,2700,3000,6.6573,0.78833
0.9,13,3000,3000,7.02342,0.40345
0.9,13,3300,3000,7.15628,1.10814
0.9,13,3600,3000,7.31357,1.08375
0.9,13,3900,3000,7.16177,0.61391
0.9,13,4200,3000,7.29127,0.83575
0.9,13,4500,3000,7.34592,0.92825
0.9,13,2000,1000,5.93888,2.88525
0.9,13,2000,2000,6.73108,1.30774
0.9,13,2000,3000,6.56418,1.04057
0.9,13,2000,4000,6.39449,0.50562
0.9,13,2000,5000,5.7756,1.90921
