0.1,13,2000,3000,0.11145769218848108,0.05837063084761927
0.15,13,2000,3000,0.3497354254578083,0.26410523463376673
0.2,13,2000,3000,0.41400161898977933,0.2821434463234736
0.25,13,2000,3000,0.10936373165454431,0.09118361056482502
0.3,13,2000,3000,2.261465834004579,1.9592905308160933
0.35,13,2000,3000,3.5032583515613873,1.5622625272995672
0.4,13,2000,3000,3.8339039732244076,2.160285648403879
0.45,13,2000,3000,4.207282308645304,2.593701142760953
0.5,13,2000,3000,3.204683208239611,2.0646734038926327
0.55,13,2000,3000,6.583601136755571,1.3501076164889523
0.6,13,2000,3000,7.016398736574948,2.2739968249289757
0.65,13,2000,3000,7.260243134557317,1.5274192060415566
0.7,13,2000,3000,7.181415222381231,0.8637856872606712
0.75,13,2000,3000,7.128575735598815,0.6789042340552238
0.8,13,2000,3000,7.42257728794523,0.9227562010612799
0.85,13,2000,3000,7.186563842852949,0.9635521036932595
0.9,13,2000,3000,7.150350387153974,0.6712325306745884
0.95,13,2000,3000,7.301915536700323,0.8978422354873375
1,13,2000,3000,7.1097445973701126,0.5452606216507443
